net,length_um
_10154_,3.1
_10535_,3.1
_10542_,3.1
_10622_,3.1
_10749_,3.1
_12756_,3.1
alu_shr\[22\],3.1
genblk1.pcpi_mul.rd\[5\],3.1
net469,3.1
_01021_,3.08
_01569_,3.08
_01744_,3.08
_01845_,3.08
_02132_,3.08
_02381_,3.08
_02821_,3.08
_03525_,3.08
_03791_,3.08
_03797_,3.08
_03816_,3.08
_03823_,3.08
_03878_,3.08
_04140_,3.08
_04363_,3.08
_04378_,3.08
_04459_,3.08
_04642_,3.08
_05025_,3.08
_05096_,3.08
_05148_,3.08
_05248_,3.08
_05407_,3.08
_05604_,3.08
_05654_,3.08
_05792_,3.08
_05989_,3.08
_06006_,3.08
_06289_,3.08
_06372_,3.08
_06719_,3.08
_06753_,3.08
_06767_,3.08
_07070_,3.08
_07089_,3.08
_07169_,3.08
_07252_,3.08
_07351_,3.08
_07444_,3.08
_07481_,3.08
_07535_,3.08
_07547_,3.08
_07771_,3.08
_07794_,3.08
_08009_,3.08
_08262_,3.08
_08285_,3.08
_09397_,3.08
_09539_,3.08
_09541_,3.08
_09585_,3.08
_09614_,3.08
_09635_,3.08
_09795_,3.08
_09836_,3.08
_09850_,3.08
_09889_,3.08
_10066_,3.08
_10084_,3.08
_10175_,3.08
_10207_,3.08
_10221_,3.08
_10571_,3.08
_10717_,3.08
_10751_,3.08
_10818_,3.08
_10868_,3.08
_11330_,3.08
_11638_,3.08
_11882_,3.08
_12788_,3.08
_13230_,3.08
_13335_,3.08
_13371_,3.08
_13379_,3.08
_13737_,3.08
_14343_,3.08
_14713_,3.08
alu_add_sub\[18\],3.08
alu_add_sub\[7\],3.08
alu_shl\[0\],3.08
genblk1.pcpi_mul.rd\[14\],3.08
net464,3.08
_00941_,3.065
_01109_,3.065
_00753_,3.06
_07393_,3.06
_08733_,3.06
_10118_,3.06
_00430_,3.055
_00446_,3.055
_00004_,3.045
_00040_,3.045
_00048_,3.045
_00202_,3.045
_00323_,3.045
_00540_,3.045
_00844_,3.045
_00866_,3.045
_00894_,3.045
_00907_,3.045
_01253_,3.045
_01333_,3.045
_00167_,3.005
_00218_,3.005
_00227_,3.005
_00332_,3.005
_00344_,3.005
_00522_,3.005
_00600_,3.005
_00647_,3.005
_00657_,3.005
_00776_,3.005
_00804_,3.005
_00860_,3.005
_00918_,3.005
_01110_,3.005
_01180_,3.005
_01189_,3.005
_01202_,3.005
_01206_,3.005
_01220_,3.005
_01294_,3.005
_01298_,3.005
_01304_,3.005
_01308_,3.005
_01361_,3.005
_01375_,3.005
_01397_,3.005
_01462_,3.005
_01465_,3.005
_01485_,3.005
_14797_,3.005
_00989_,3
_00742_,2.98
_01140_,2.98
_03327_,2.98
_03567_,2.98
_03806_,2.98
_04117_,2.98
_04296_,2.98
_04456_,2.98
_05385_,2.98
_05519_,2.98
_05563_,2.98
_05681_,2.98
_05687_,2.98
_05787_,2.98
_05802_,2.98
_06002_,2.98
_06164_,2.98
_06203_,2.98
_06233_,2.98
_07857_,2.98
_07863_,2.98
_07903_,2.98
_08051_,2.98
_08053_,2.98
_08166_,2.98
_08197_,2.98
_08214_,2.98
_08217_,2.98
_08230_,2.98
_08265_,2.98
_08490_,2.98
_08558_,2.98
_08753_,2.98
_08839_,2.98
_08905_,2.98
_09834_,2.98
_09954_,2.98
_09999_,2.98
_10182_,2.98
_10490_,2.98
_11718_,2.98
_11871_,2.98
_13199_,2.98
_14725_,2.98
_01466_,2.965
_01661_,2.96
_01684_,2.96
_01689_,2.96
_02727_,2.96
_02797_,2.96
_02899_,2.96
_02918_,2.96
_02927_,2.96
_03423_,2.96
_03495_,2.96
_03834_,2.96
_03967_,2.96
_04120_,2.96
_04276_,2.96
_04618_,2.96
_04745_,2.96
_04760_,2.96
_04817_,2.96
_05220_,2.96
_05246_,2.96
_05365_,2.96
_05642_,2.96
_05644_,2.96
_05671_,2.96
_05819_,2.96
_05878_,2.96
_05918_,2.96
_05996_,2.96
_06176_,2.96
_06186_,2.96
_06199_,2.96
_06211_,2.96
_06256_,2.96
_06257_,2.96
_06386_,2.96
_06680_,2.96
_06706_,2.96
_07033_,2.96
_07102_,2.96
_07137_,2.96
_07188_,2.96
_07264_,2.96
_07437_,2.96
_07474_,2.96
_07660_,2.96
_07796_,2.96
_07927_,2.96
_08000_,2.96
_08017_,2.96
_08170_,2.96
_08176_,2.96
_08216_,2.96
_08251_,2.96
_08266_,2.96
_08533_,2.96
_08669_,2.96
_08732_,2.96
_08739_,2.96
_08926_,2.96
_09088_,2.96
_09230_,2.96
_09391_,2.96
_09407_,2.96
_09522_,2.96
_09694_,2.96
_10114_,2.96
_10230_,2.96
_10298_,2.96
_10397_,2.96
_10550_,2.96
_10685_,2.96
_10724_,2.96
_10943_,2.96
_11012_,2.96
_11461_,2.96
_11616_,2.96
_12636_,2.96
_12975_,2.96
_13490_,2.96
_13670_,2.96
_14174_,2.96
_14386_,2.96
_14534_,2.96
alu_shl\[15\],2.96
genblk1.pcpi_mul.rd\[11\],2.96
net461,2.96
_00338_,2.955
_00747_,2.955
_00426_,2.945
_00901_,2.945
_01168_,2.945
_00761_,2.935
_01161_,2.905
_00144_,2.885
_00187_,2.885
_00248_,2.885
_00255_,2.885
_00294_,2.885
_00326_,2.885
_00381_,2.885
_00433_,2.885
_00506_,2.885
_00517_,2.885
_00549_,2.885
_00672_,2.885
_00750_,2.885
_00843_,2.885
_00854_,2.885
_01028_,2.885
_01035_,2.885
_01313_,2.885
_01404_,2.885
_00171_,2.88
_00280_,2.88
_00284_,2.88
_00450_,2.88
_00656_,2.88
_00668_,2.88
_00906_,2.88
_01311_,2.88
_01398_,2.88
_00119_,2.86
_00121_,2.86
_00177_,2.86
_00185_,2.86
_00193_,2.86
_00257_,2.86
_00299_,2.86
_00374_,2.86
_00765_,2.86
_00788_,2.86
_00954_,2.86
_00970_,2.86
_01102_,2.86
_01124_,2.86
_01310_,2.86
_01330_,2.86
_01409_,2.86
_01458_,2.86
_01470_,2.86
_01483_,2.86
_03484_,2.86
_04684_,2.86
_06915_,2.86
_06973_,2.86
_07205_,2.86
_07225_,2.86
_07556_,2.86
_07562_,2.86
_07565_,2.86
_09083_,2.86
_09722_,2.86
_09964_,2.86
_10103_,2.86
_02287_,2.84
_06445_,2.84
_06451_,2.84
_08086_,2.84
_08493_,2.84
_00151_,2.835
_00574_,2.835
_00605_,2.835
_00678_,2.835
_00713_,2.835
_00831_,2.835
_01296_,2.835
_01380_,2.835
_01446_,2.835
_01221_,2.825
_00219_,2.785
_00237_,2.785
_00303_,2.785
_00334_,2.785
_00336_,2.785
_00351_,2.785
_00366_,2.785
_00373_,2.785
_00419_,2.785
_00444_,2.785
_00583_,2.785
_00712_,2.785
_00714_,2.785
_00717_,2.785
_00825_,2.785
_00850_,2.785
_00945_,2.785
_00953_,2.785
_00992_,2.785
_00994_,2.785
_01066_,2.785
_01097_,2.785
_01138_,2.785
_01163_,2.785
_01175_,2.785
_01197_,2.785
_01205_,2.785
_01210_,2.785
_01227_,2.785
_01316_,2.785
_01383_,2.785
_00473_,2.765
_00934_,2.765
_01141_,2.765
_01364_,2.765
_09047_,2.765
_01940_,2.76
_04550_,2.76
_04964_,2.76
_05098_,2.76
_06684_,2.76
_06884_,2.76
_07159_,2.76
_07336_,2.76
_07459_,2.76
_07532_,2.76
_07739_,2.76
_09161_,2.76
_09759_,2.76
_09804_,2.76
_09886_,2.76
_10735_,2.76
_12762_,2.76
_13084_,2.76
alu_add_sub\[14\],2.76
net448,2.76
_04169_,2.74
_04501_,2.74
_09124_,2.74
_09800_,2.74
_10626_,2.74
_12970_,2.74
_14397_,2.74
_14587_,2.74
net460,2.74
net477,2.74
_02237_,2.72
_03102_,2.72
_03201_,2.72
_06607_,2.72
_07212_,2.72
_09474_,2.72
_12904_,2.72
_14316_,2.72
_14687_,2.72
_00129_,2.715
_00131_,2.715
_00135_,2.715
_00142_,2.715
_00160_,2.715
_00169_,2.715
_00181_,2.715
_00201_,2.715
_00208_,2.715
_00250_,2.715
_00385_,2.715
_00422_,2.715
_00447_,2.715
_00514_,2.715
_00518_,2.715
_00602_,2.715
_00664_,2.715
_00673_,2.715
_00675_,2.715
_00739_,2.715
_00751_,2.715
_00988_,2.715
_01099_,2.715
_01104_,2.715
_01186_,2.715
_01211_,2.715
_01287_,2.715
_01371_,2.715
_01378_,2.715
_01390_,2.715
_01393_,2.715
_01428_,2.715
_01496_,2.715
_00140_,2.705
_00317_,2.705
_00451_,2.705
_00481_,2.705
_00542_,2.705
_00580_,2.705
_00706_,2.705
_01356_,2.705
_01469_,2.705
_01491_,2.705
_10009_,2.705
net485,2.68
_00787_,2.665
_01240_,2.665
_09393_,2.65
_01191_,2.64
_01526_,2.64
_01579_,2.64
_02409_,2.64
_02776_,2.64
_02886_,2.64
_03572_,2.64
_03686_,2.64
_03854_,2.64
_04561_,2.64
_06780_,2.64
_06835_,2.64
_07043_,2.64
_07553_,2.64
_07695_,2.64
_07737_,2.64
_07805_,2.64
_09345_,2.64
_09731_,2.64
_10374_,2.64
_10407_,2.64
_10609_,2.64
_10617_,2.64
_10703_,2.64
_12759_,2.64
_12945_,2.64
_13789_,2.64
_14627_,2.64
genblk1.pcpi_mul.rd\[8\],2.64
net459,2.64
_00738_,2.62
_01073_,2.62
_01414_,2.62
_01423_,2.62
_01506_,2.62
_01642_,2.62
_01768_,2.62
_02089_,2.62
_02344_,2.62
_02383_,2.62
_02481_,2.62
_02965_,2.62
_03265_,2.62
_03276_,2.62
_03368_,2.62
_03436_,2.62
_03492_,2.62
_03559_,2.62
_03702_,2.62
_03714_,2.62
_03938_,2.62
_04126_,2.62
_04173_,2.62
_04559_,2.62
_05189_,2.62
_05369_,2.62
_05402_,2.62
_05529_,2.62
_05572_,2.62
_05685_,2.62
_05700_,2.62
_06035_,2.62
_06166_,2.62
_06224_,2.62
_06232_,2.62
_06264_,2.62
_06414_,2.62
_06659_,2.62
_06672_,2.62
_06779_,2.62
_06981_,2.62
_07144_,2.62
_07270_,2.62
_07638_,2.62
_07651_,2.62
_07654_,2.62
_07792_,2.62
_07806_,2.62
_07853_,2.62
_08189_,2.62
_08192_,2.62
_08220_,2.62
_08326_,2.62
_08572_,2.62
_08789_,2.62
_08794_,2.62
_08870_,2.62
_08913_,2.62
_09022_,2.62
_09136_,2.62
_09279_,2.62
_09498_,2.62
_09509_,2.62
_09533_,2.62
_09559_,2.62
_09653_,2.62
_09695_,2.62
_09709_,2.62
_09737_,2.62
_09920_,2.62
_10037_,2.62
_10049_,2.62
_10062_,2.62
_10108_,2.62
_10328_,2.62
_10383_,2.62
_10413_,2.62
_10442_,2.62
_10448_,2.62
_10552_,2.62
_10613_,2.62
_10625_,2.62
_11202_,2.62
_11250_,2.62
_11563_,2.62
_12056_,2.62
_12074_,2.62
_12135_,2.62
_12207_,2.62
_12216_,2.62
_12843_,2.62
_13040_,2.62
_13472_,2.62
_13901_,2.62
_14471_,2.62
net449,2.62
net454,2.62
net458,2.62
_00805_,2.605
_01318_,2.605
_00147_,2.595
_00315_,2.595
_00383_,2.595
_00390_,2.595
_00485_,2.595
_00507_,2.595
_00520_,2.595
_00545_,2.595
_00694_,2.595
_00696_,2.595
_01360_,2.595
_00744_,2.585
_00768_,2.585
_01441_,2.585
_13427_,2.55
_00124_,2.545
_00132_,2.545
_00161_,2.545
_00162_,2.545
_00195_,2.545
_00273_,2.545
_00276_,2.545
_00281_,2.545
_00300_,2.545
_00313_,2.545
_00357_,2.545
_00358_,2.545
_00361_,2.545
_00384_,2.545
_00429_,2.545
_00442_,2.545
_00488_,2.545
_00493_,2.545
_00495_,2.545
_00501_,2.545
_00525_,2.545
_00534_,2.545
_00579_,2.545
_00585_,2.545
_00592_,2.545
_00606_,2.545
_00609_,2.545
_00660_,2.545
_00662_,2.545
_00704_,2.545
_00707_,2.545
_00810_,2.545
_00902_,2.545
_00910_,2.545
_00969_,2.545
_00980_,2.545
_01117_,2.545
_01121_,2.545
_01126_,2.545
_01127_,2.545
_01133_,2.545
_01176_,2.545
_01192_,2.545
_01193_,2.545
_01198_,2.545
_01201_,2.545
_01238_,2.545
_01276_,2.545
_01289_,2.545
_01302_,2.545
_01329_,2.545
_01355_,2.545
_01372_,2.545
_01394_,2.545
_01402_,2.545
_01439_,2.545
_00995_,2.54
_01468_,2.535
_09683_,2.53
_00176_,2.52
_00669_,2.52
_00677_,2.52
_00763_,2.52
_00875_,2.52
_01159_,2.52
_04114_,2.52
_04712_,2.52
_05308_,2.52
_05471_,2.52
_05526_,2.52
_05611_,2.52
_05617_,2.52
_05637_,2.52
_05660_,2.52
_05777_,2.52
_05884_,2.52
_05925_,2.52
_05938_,2.52
_05960_,2.52
_06178_,2.52
_06183_,2.52
_06192_,2.52
_06240_,2.52
_06270_,2.52
_06393_,2.52
_06418_,2.52
_06442_,2.52
_06446_,2.52
_06462_,2.52
_06933_,2.52
_07080_,2.52
_07125_,2.52
_07131_,2.52
_07157_,2.52
_07813_,2.52
_07851_,2.52
_07865_,2.52
_07886_,2.52
_07890_,2.52
_08038_,2.52
_08107_,2.52
_08112_,2.52
_08183_,2.52
_08393_,2.52
_08414_,2.52
_08430_,2.52
_08489_,2.52
_08988_,2.52
_10102_,2.52
_10462_,2.52
_10485_,2.52
_01408_,2.5
_01734_,2.5
_01904_,2.5
_01919_,2.5
_02126_,2.5
_02200_,2.5
_02421_,2.5
_02561_,2.5
_02632_,2.5
_02672_,2.5
_02986_,2.5
_03011_,2.5
_03035_,2.5
_03250_,2.5
_03779_,2.5
_03965_,2.5
_03980_,2.5
_03993_,2.5
_04283_,2.5
_04311_,2.5
_04399_,2.5
_04552_,2.5
_04626_,2.5
_04644_,2.5
_04666_,2.5
_04775_,2.5
_05260_,2.5
_05551_,2.5
_05601_,2.5
_05626_,2.5
_05794_,2.5
_05809_,2.5
_06037_,2.5
_06116_,2.5
_06379_,2.5
_06615_,2.5
_06671_,2.5
_06751_,2.5
_06797_,2.5
_06983_,2.5
_06998_,2.5
_07116_,2.5
_07150_,2.5
_07189_,2.5
_07249_,2.5
_07250_,2.5
_07305_,2.5
_07367_,2.5
_07384_,2.5
_07468_,2.5
_07726_,2.5
_07770_,2.5
_08006_,2.5
_08033_,2.5
_08119_,2.5
_08153_,2.5
_08206_,2.5
_08256_,2.5
_08974_,2.5
_09098_,2.5
_09225_,2.5
_09286_,2.5
_09399_,2.5
_09734_,2.5
_09865_,2.5
_09908_,2.5
_10101_,2.5
_10107_,2.5
_10478_,2.5
_10575_,2.5
_10690_,2.5
_10694_,2.5
_10780_,2.5
_10830_,2.5
_11963_,2.5
_11982_,2.5
_12009_,2.5
_12188_,2.5
_12204_,2.5
_12918_,2.5
_12981_,2.5
_12997_,2.5
_13004_,2.5
_13435_,2.5
_13535_,2.5
_13803_,2.5
_14438_,2.5
_14579_,2.5
_14625_,2.5
alu_add_sub\[4\],2.5
_00496_,2.495
_01137_,2.495
_01445_,2.495
_09127_,2.495
_00133_,2.485
_00170_,2.485
_00175_,2.485
_00182_,2.485
_00197_,2.485
_00210_,2.485
_00263_,2.485
_00411_,2.485
_00420_,2.485
_00521_,2.485
_00528_,2.485
_00607_,2.485
_00655_,2.485
_00681_,2.485
_00721_,2.485
_00756_,2.485
_00816_,2.485
_00841_,2.485
_00859_,2.485
_00979_,2.485
_01217_,2.485
_01303_,2.485
_01440_,2.485
_01450_,2.485
_01453_,2.485
_07106_,2.46
_00138_,2.42
_00159_,2.42
_00194_,2.42
_00309_,2.42
_00392_,2.42
_00421_,2.42
_00487_,2.42
_00502_,2.42
_00661_,2.42
_00701_,2.42
_00711_,2.42
_00823_,2.42
_00884_,2.42
_00936_,2.42
_01123_,2.42
_01171_,2.42
_01290_,2.42
_01336_,2.42
_01384_,2.42
_01392_,2.42
_11834_,2.41
_05078_,2.4
_05222_,2.4
_07115_,2.4
_07498_,2.4
_09992_,2.4
_10148_,2.4
_10883_,2.4
_02853_,2.38
_03195_,2.38
_05155_,2.38
_07082_,2.38
_09750_,2.38
_12977_,2.38
_13985_,2.38
_00016_,2.375
_00037_,2.375
_00149_,2.375
_00165_,2.375
_00166_,2.375
_00214_,2.375
_00272_,2.375
_00472_,2.375
_00479_,2.375
_00499_,2.375
_00529_,2.375
_00564_,2.375
_00650_,2.375
_00653_,2.375
_00709_,2.375
_00728_,2.375
_00732_,2.375
_00748_,2.375
_00754_,2.375
_00821_,2.375
_01091_,2.375
_01098_,2.375
_01125_,2.375
_01471_,2.375
_01472_,2.375
_01497_,2.375
_11997_,2.375
_01167_,2.365
_00002_,2.325
_00127_,2.325
_00141_,2.325
_00164_,2.325
_00180_,2.325
_00196_,2.325
_00234_,2.325
_00307_,2.325
_00327_,2.325
_00330_,2.325
_00341_,2.325
_00343_,2.325
_00345_,2.325
_00348_,2.325
_00353_,2.325
_00362_,2.325
_00367_,2.325
_00437_,2.325
_00448_,2.325
_00466_,2.325
_00467_,2.325
_00480_,2.325
_00486_,2.325
_00509_,2.325
_00535_,2.325
_00560_,2.325
_00567_,2.325
_00569_,2.325
_00586_,2.325
_00588_,2.325
_00597_,2.325
_00598_,2.325
_00599_,2.325
_00611_,2.325
_00665_,2.325
_00695_,2.325
_00790_,2.325
_00799_,2.325
_00822_,2.325
_00856_,2.325
_00877_,2.325
_00881_,2.325
_00893_,2.325
_00923_,2.325
_00939_,2.325
_00957_,2.325
_00958_,2.325
_00962_,2.325
_01002_,2.325
_01037_,2.325
_01046_,2.325
_01057_,2.325
_01059_,2.325
_01178_,2.325
_01188_,2.325
_01199_,2.325
_01203_,2.325
_01214_,2.325
_01301_,2.325
_01382_,2.325
_01389_,2.325
_01400_,2.325
_01412_,2.325
_01415_,2.325
_01444_,2.325
_01475_,2.325
_01479_,2.325
_01075_,2.3
_01546_,2.3
_02102_,2.3
_02190_,2.3
_02253_,2.3
_02314_,2.3
_02889_,2.3
_02951_,2.3
_02959_,2.3
_03025_,2.3
_03076_,2.3
_03119_,2.3
_03137_,2.3
_03228_,2.3
_03336_,2.3
_03936_,2.3
_03956_,2.3
_04430_,2.3
_04623_,2.3
_04723_,2.3
_05238_,2.3
_05317_,2.3
_06383_,2.3
_06420_,2.3
_06457_,2.3
_06686_,2.3
_06694_,2.3
_06821_,2.3
_06854_,2.3
_06868_,2.3
_06898_,2.3
_06931_,2.3
_06960_,2.3
_06990_,2.3
_07018_,2.3
_07101_,2.3
_07194_,2.3
_07203_,2.3
_07375_,2.3
_07404_,2.3
_07476_,2.3
_07692_,2.3
_07964_,2.3
_07987_,2.3
_08131_,2.3
_09222_,2.3
_09638_,2.3
_09755_,2.3
_09766_,2.3
_09875_,2.3
_09955_,2.3
_10033_,2.3
_10141_,2.3
_10597_,2.3
_02114_,2.28
_03354_,2.28
_04017_,2.28
_04784_,2.28
_05210_,2.28
_05245_,2.28
_06599_,2.28
_06600_,2.28
_06677_,2.28
_07687_,2.28
_09201_,2.28
_09261_,2.28
_09319_,2.28
_14146_,2.28
_14200_,2.28
genblk1.pcpi_mul.rd\[7\],2.28
_00153_,2.255
_00190_,2.255
_00206_,2.255
_00212_,2.255
_00217_,2.255
_00224_,2.255
_00236_,2.255
_00268_,2.255
_00371_,2.255
_00403_,2.255
_00492_,2.255
_00498_,2.255
_00508_,2.255
_00558_,2.255
_00687_,2.255
_00828_,2.255
_00838_,2.255
_00863_,2.255
_00978_,2.255
_00998_,2.255
_01043_,2.255
_01132_,2.255
_01185_,2.255
_01488_,2.255
_01492_,2.255
_05756_,2.255
_00279_,2.225
_00686_,2.225
_10064_,2.21
_00985_,2.205
_00735_,2.18
_02285_,2.18
_02356_,2.18
_02460_,2.18
_02557_,2.18
_02948_,2.18
_03105_,2.18
_03244_,2.18
_03304_,2.18
_03698_,2.18
_03876_,2.18
_03892_,2.18
_03925_,2.18
_04094_,2.18
_04123_,2.18
_04215_,2.18
_04227_,2.18
_04474_,2.18
_04693_,2.18
_04715_,2.18
_04786_,2.18
_05118_,2.18
_06376_,2.18
_06378_,2.18
_06448_,2.18
_06495_,2.18
_06738_,2.18
_06808_,2.18
_06817_,2.18
_06887_,2.18
_06950_,2.18
_07010_,2.18
_07046_,2.18
_07079_,2.18
_07111_,2.18
_07530_,2.18
_07693_,2.18
_07735_,2.18
_07738_,2.18
_08495_,2.18
_08508_,2.18
_08619_,2.18
_08925_,2.18
_09375_,2.18
_09711_,2.18
_09782_,2.18
_09798_,2.18
_10621_,2.18
_10867_,2.18
_12079_,2.18
_12102_,2.18
_13261_,2.18
_14099_,2.18
_14476_,2.18
_14576_,2.18
net476,2.18
_10880_,2.17
_00308_,2.16
_00320_,2.16
_01086_,2.16
_01267_,2.16
_01425_,2.16
_01566_,2.16
_01652_,2.16
_01726_,2.16
_01752_,2.16
_01757_,2.16
_01822_,2.16
_01912_,2.16
_01933_,2.16
_01991_,2.16
_02270_,2.16
_02324_,2.16
_02334_,2.16
_02397_,2.16
_02438_,2.16
_02660_,2.16
_02684_,2.16
_02688_,2.16
_02704_,2.16
_02709_,2.16
_02865_,2.16
_03092_,2.16
_03113_,2.16
_03248_,2.16
_03428_,2.16
_03473_,2.16
_03530_,2.16
_03820_,2.16
_03914_,2.16
_04068_,2.16
_04423_,2.16
_04575_,2.16
_04651_,2.16
_04768_,2.16
_05181_,2.16
_05298_,2.16
_05306_,2.16
_05315_,2.16
_05341_,2.16
_05367_,2.16
_05373_,2.16
_05375_,2.16
_05413_,2.16
_05541_,2.16
_05573_,2.16
_05762_,2.16
_05778_,2.16
_05790_,2.16
_05810_,2.16
_05935_,2.16
_05939_,2.16
_05999_,2.16
_06177_,2.16
_06218_,2.16
_06234_,2.16
_06241_,2.16
_06249_,2.16
_06254_,2.16
_06268_,2.16
_06271_,2.16
_06324_,2.16
_06366_,2.16
_06440_,2.16
_06471_,2.16
_06642_,2.16
_06720_,2.16
_06733_,2.16
_06755_,2.16
_06756_,2.16
_06771_,2.16
_06874_,2.16
_06935_,2.16
_07206_,2.16
_07258_,2.16
_07410_,2.16
_07420_,2.16
_07434_,2.16
_07471_,2.16
_07502_,2.16
_07511_,2.16
_07779_,2.16
_07786_,2.16
_07814_,2.16
_07843_,2.16
_07875_,2.16
_07991_,2.16
_07996_,2.16
_08064_,2.16
_08090_,2.16
_08115_,2.16
_08190_,2.16
_08268_,2.16
_08456_,2.16
_08571_,2.16
_08606_,2.16
_08668_,2.16
_08899_,2.16
_09008_,2.16
_09067_,2.16
_09093_,2.16
_09141_,2.16
_09204_,2.16
_09233_,2.16
_09531_,2.16
_09564_,2.16
_10193_,2.16
_10347_,2.16
_10453_,2.16
_10460_,2.16
_10464_,2.16
_10524_,2.16
_10533_,2.16
_10687_,2.16
_10768_,2.16
_10783_,2.16
_10795_,2.16
_11072_,2.16
_12193_,2.16
_12720_,2.16
_13089_,2.16
_13120_,2.16
_13122_,2.16
_13181_,2.16
_13482_,2.16
_13673_,2.16
_13977_,2.16
_14186_,2.16
_14355_,2.16
_14603_,2.16
_14707_,2.16
alu_add_sub\[15\],2.16
alu_add_sub\[19\],2.16
net455,2.16
net488,2.16
net490,2.16
net491,2.16
_00000_,2.145
_00798_,2.145
_00818_,2.145
_00824_,2.145
_01107_,2.145
_01115_,2.145
_01142_,2.145
_01144_,2.145
_01162_,2.145
_01208_,2.145
_00136_,2.125
_00221_,2.125
_00228_,2.125
_00252_,2.125
_00259_,2.125
_00428_,2.125
_00474_,2.125
_00698_,2.125
_00845_,2.125
_00900_,2.125
_00972_,2.125
_01058_,2.125
_01245_,2.125
_01437_,2.125
_01486_,2.125
_02849_,2.11
_10232_,2.09
_00139_,2.085
_00145_,2.085
_00186_,2.085
_00240_,2.085
_00247_,2.085
_00291_,2.085
_00388_,2.085
_00401_,2.085
_00456_,2.085
_00458_,2.085
_00544_,2.085
_00587_,2.085
_00667_,2.085
_00684_,2.085
_00715_,2.085
_01061_,2.085
_01128_,2.085
_01241_,2.085
_01277_,2.085
_01282_,2.085
_01283_,2.085
_01319_,2.085
_01385_,2.085
_01405_,2.085
_01413_,2.085
_01494_,2.085
_00020_,2.08
_00029_,2.08
_00242_,2.08
_00795_,2.08
_01226_,2.08
_02683_,2.07
_10181_,2.07
_02075_,2.06
_02232_,2.06
_02999_,2.06
_04798_,2.06
_04914_,2.06
_05172_,2.06
_05333_,2.06
_05460_,2.06
_05475_,2.06
_05492_,2.06
_05516_,2.06
_05517_,2.06
_05528_,2.06
_05557_,2.06
_05596_,2.06
_05599_,2.06
_05615_,2.06
_05627_,2.06
_05640_,2.06
_05647_,2.06
_05729_,2.06
_05735_,2.06
_05746_,2.06
_05768_,2.06
_05772_,2.06
_05774_,2.06
_05780_,2.06
_05786_,2.06
_05860_,2.06
_05941_,2.06
_05961_,2.06
_06011_,2.06
_06060_,2.06
_06071_,2.06
_06107_,2.06
_06108_,2.06
_06109_,2.06
_06125_,2.06
_06151_,2.06
_06156_,2.06
_06167_,2.06
_06179_,2.06
_06180_,2.06
_06261_,2.06
_06272_,2.06
_06407_,2.06
_06436_,2.06
_06605_,2.06
_06625_,2.06
_06690_,2.06
_07174_,2.06
_07262_,2.06
_07379_,2.06
_07852_,2.06
_07972_,2.06
_07997_,2.06
_08040_,2.06
_08044_,2.06
_08141_,2.06
_08193_,2.06
_08196_,2.06
_08226_,2.06
_08233_,2.06
_08247_,2.06
_08258_,2.06
_08261_,2.06
_08269_,2.06
_08281_,2.06
_08334_,2.06
_09871_,2.06
_10210_,2.06
_10491_,2.06
_10492_,2.06
_11719_,2.06
_12671_,2.06
_14609_,2.06
net347,2.06
_01081_,2.04
_01559_,2.04
_01746_,2.04
_01880_,2.04
_02011_,2.04
_02097_,2.04
_02177_,2.04
_02529_,2.04
_02639_,2.04
_02807_,2.04
_02937_,2.04
_03000_,2.04
_03168_,2.04
_03449_,2.04
_03601_,2.04
_03633_,2.04
_03987_,2.04
_04426_,2.04
_04638_,2.04
_04660_,2.04
_04800_,2.04
_04802_,2.04
_04972_,2.04
_05139_,2.04
_05168_,2.04
_05349_,2.04
_05709_,2.04
_05914_,2.04
_05966_,2.04
_06212_,2.04
_06229_,2.04
_06239_,2.04
_06244_,2.04
_06253_,2.04
_06424_,2.04
_06479_,2.04
_06656_,2.04
_06668_,2.04
_06911_,2.04
_07059_,2.04
_07192_,2.04
_07416_,2.04
_07957_,2.04
_08674_,2.04
_08941_,2.04
_09050_,2.04
_09350_,2.04
_09573_,2.04
_09991_,2.04
_10022_,2.04
_10026_,2.04
_10061_,2.04
_10080_,2.04
_10153_,2.04
_10387_,2.04
_10402_,2.04
_10403_,2.04
_10408_,2.04
_10436_,2.04
_10449_,2.04
_10591_,2.04
_10596_,2.04
_10642_,2.04
_11214_,2.04
_11883_,2.04
_13322_,2.04
_13632_,2.04
_13828_,2.04
_13881_,2.04
_14106_,2.04
_14195_,2.04
_14252_,2.04
_14262_,2.04
_14305_,2.04
_14410_,2.04
_14506_,2.04
_14544_,2.04
_14668_,2.04
_14694_,2.04
net340,2.04
_00372_,2.035
_00484_,2.035
_00042_,2.025
_00052_,2.025
_00117_,2.025
_00150_,2.025
_00152_,2.025
_00155_,2.025
_00179_,2.025
_00189_,2.025
_00209_,2.025
_00226_,2.025
_00231_,2.025
_00233_,2.025
_00245_,2.025
_00258_,2.025
_00260_,2.025
_00282_,2.025
_00283_,2.025
_00297_,2.025
_00305_,2.025
_00331_,2.025
_00363_,2.025
_00393_,2.025
_00404_,2.025
_00423_,2.025
_00438_,2.025
_00439_,2.025
_00459_,2.025
_00460_,2.025
_00462_,2.025
_00463_,2.025
_00482_,2.025
_00490_,2.025
_00497_,2.025
_00500_,2.025
_00505_,2.025
_00510_,2.025
_00516_,2.025
_00531_,2.025
_00536_,2.025
_00538_,2.025
_00546_,2.025
_00553_,2.025
