net,length_um
_14126_,4.92
_14130_,4.92
_14420_,4.92
alu_shl\[5\],4.92
cpuregs\[0\]\[7\],4.92
_02399_,4.9
_02601_,4.9
_04350_,4.9
_04376_,4.9
_05750_,4.9
_06044_,4.9
_07151_,4.9
_07554_,4.9
_10722_,4.9
_12525_,4.9
_12793_,4.9
_04236_,4.89
_14003_,4.89
_01259_,4.885
_01017_,4.88
_01551_,4.88
_01590_,4.88
_01593_,4.88
_02372_,4.88
_02449_,4.88
_02597_,4.88
_02729_,4.88
_02939_,4.88
_03597_,4.88
_03664_,4.88
_03945_,4.88
_04761_,4.88
_05101_,4.88
_05332_,4.88
_05670_,4.88
_05688_,4.88
_05799_,4.88
_05806_,4.88
_05834_,4.88
_05940_,4.88
_05953_,4.88
_06039_,4.88
_06040_,4.88
_06045_,4.88
_06046_,4.88
_06047_,4.88
_06083_,4.88
_06105_,4.88
_06115_,4.88
_06128_,4.88
_06132_,4.88
_06162_,4.88
_06449_,4.88
_06749_,4.88
_07083_,4.88
_07092_,4.88
_07180_,4.88
_07202_,4.88
_07649_,4.88
_07683_,4.88
_07765_,4.88
_08024_,4.88
_08182_,4.88
_08223_,4.88
_09180_,4.88
_09320_,4.88
_09730_,4.88
_09877_,4.88
_10057_,4.88
_10353_,4.88
_12144_,4.88
_12336_,4.88
_12499_,4.88
_13661_,4.88
_13872_,4.88
_14259_,4.88
_14286_,4.88
_00099_,4.845
_00241_,4.845
_00347_,4.845
_00547_,4.845
_00938_,4.845
_01288_,4.845
_01348_,4.84
_06508_,4.84
_14748_,4.84
_00950_,4.82
_02653_,4.82
_02983_,4.82
_03179_,4.82
_03760_,4.82
_03850_,4.82
_04118_,4.82
_04145_,4.82
_04181_,4.82
_05256_,4.82
_06359_,4.82
_06726_,4.82
_08054_,4.82
_08148_,4.82
_08272_,4.82
_08403_,4.82
_09208_,4.82
_10023_,4.82
_11022_,4.82
_11220_,4.82
_12359_,4.82
_12566_,4.82
net296,4.82
_01362_,4.815
_00223_,4.805
_00905_,4.805
_01108_,4.805
_01264_,4.805
_01328_,4.805
_01541_,4.8
_01617_,4.8
_01885_,4.8
_01889_,4.8
_02209_,4.8
_02703_,4.8
_02718_,4.8
_02911_,4.8
_03593_,4.8
_03614_,4.8
_03787_,4.8
_04434_,4.8
_04509_,4.8
_05049_,4.8
_05518_,4.8
_05629_,4.8
_05972_,4.8
_06000_,4.8
_06169_,4.8
_06255_,4.8
_06427_,4.8
_06496_,4.8
_06606_,4.8
_06641_,4.8
_06793_,4.8
_06801_,4.8
_06827_,4.8
_06994_,4.8
_07198_,4.8
_07465_,4.8
_07773_,4.8
_07804_,4.8
_08089_,4.8
_08167_,4.8
_08240_,4.8
_08502_,4.8
_08975_,4.8
_09269_,4.8
_09380_,4.8
_09647_,4.8
_10076_,4.8
_10256_,4.8
_10637_,4.8
_10963_,4.8
_11201_,4.8
_11515_,4.8
_11519_,4.8
_12400_,4.8
_12428_,4.8
_12968_,4.8
_12976_,4.8
_13587_,4.8
_14280_,4.8
_14375_,4.8
_14510_,4.8
_14598_,4.8
_14717_,4.8
is_alu_reg_imm,4.8
reg_pc\[27\],4.8
net483,4.8
net489,4.8
_00593_,4.795
_00003_,4.785
_05743_,4.78
_06396_,4.78
_09162_,4.78
_11761_,4.78
_12449_,4.78
_12617_,4.78
_10340_,4.765
_02003_,4.76
_02274_,4.76
_02526_,4.76
_03071_,4.76
_03472_,4.76
_03997_,4.76
_04179_,4.76
_05304_,4.76
_05337_,4.76
_05397_,4.76
_05443_,4.76
_05477_,4.76
_05500_,4.76
_05510_,4.76
_05574_,4.76
_05589_,4.76
_05597_,4.76
_05610_,4.76
_05613_,4.76
_05694_,4.76
_05775_,4.76
_05779_,4.76
_05818_,4.76
_05915_,4.76
_05957_,4.76
_05964_,4.76
_05967_,4.76
_05973_,4.76
_05974_,4.76
_05979_,4.76
_05988_,4.76
_06007_,4.76
_06137_,4.76
_06181_,4.76
_07077_,4.76
_07348_,4.76
_07424_,4.76
_08023_,4.76
_08037_,4.76
_08057_,4.76
_08144_,4.76
_08159_,4.76
_08199_,4.76
_08280_,4.76
_08282_,4.76
_08283_,4.76
_09271_,4.76
_10094_,4.76
_13094_,4.76
cpuregs\[6\]\[22\],4.76
genblk1.pcpi_mul.rd\[18\],4.76
reg_out\[0\],4.76
mem_addr[20],4.73
mem_addr[29],4.73
mem_la_addr[12],4.73
mem_la_addr[24],4.73
mem_la_wdata[30],4.73
mem_la_wdata[31],4.73
mem_rdata[29],4.73
mem_rdata[7],4.73
mem_wdata[15],4.73
mem_wstrb[1],4.73
pcpi_insn[10],4.73
pcpi_insn[11],4.73
pcpi_insn[16],4.73
pcpi_insn[3],4.73
_00737_,4.725
_00807_,4.725
_01354_,4.725
_01231_,4.715
_01114_,4.705
_00041_,4.7
_00101_,4.7
_00107_,4.7
_03335_,4.7
_03398_,4.7
_04260_,4.7
_05192_,4.7
_06758_,4.7
_06814_,4.7
_06964_,4.7
_07439_,4.7
_13776_,4.7
cpuregs\[12\]\[13\],4.7
_01748_,4.68
_01890_,4.68
_02063_,4.68
_03792_,4.68
_03836_,4.68
_04208_,4.68
_05992_,4.68
_06838_,4.68
_07121_,4.68
_07345_,4.68
_07910_,4.68
_08072_,4.68
_11149_,4.68
_11221_,4.68
_11821_,4.68
_12243_,4.68
_12319_,4.68
_12385_,4.68
_13830_,4.68
_13905_,4.68
_14107_,4.68
_14239_,4.68
_14522_,4.68
alu_shl\[23\],4.68
_04074_,4.66
_09402_,4.66
_09962_,4.66
_10216_,4.66
_10329_,4.66
_10809_,4.66
alu_add_sub\[22\],4.66
_00927_,4.635
_01386_,4.635
_01460_,4.635
_00443_,4.625
_00565_,4.625
_00651_,4.625
_00783_,4.625
_01484_,4.625
mem_rdata[2],4.61
mem_rdata[8],4.61
mem_rdata[9],4.61
net411,4.61
_00199_,4.605
_03274_,4.6
_04507_,4.6
_07386_,4.6
_08377_,4.6
_08945_,4.6
_09645_,4.6
_10024_,4.6
_12326_,4.6
_00110_,4.585
_01029_,4.585
_01249_,4.585
_01286_,4.585
_00105_,4.58
_01261_,4.58
_03695_,4.58
_03724_,4.58
_06603_,4.58
_07648_,4.58
_09059_,4.58
_10279_,4.58
_14451_,4.58
net482,4.58
_02619_,4.56
_02665_,4.56
_02823_,4.56
_02840_,4.56
_03091_,4.56
_03310_,4.56
_03909_,4.56
_04024_,4.56
_04062_,4.56
_04154_,4.56
_04495_,4.56
_04743_,4.56
_06620_,4.56
_07918_,4.56
_09823_,4.56
_10375_,4.56
_11579_,4.56
_02510_,4.55
_06655_,4.54
_07170_,4.54
_09004_,4.54
_12234_,4.535
_01224_,4.505
_07145_,4.49
_01797_,4.48
_02416_,4.48
_03160_,4.48
_03595_,4.48
_03699_,4.48
_03735_,4.48
_03895_,4.48
_04481_,4.48
_06410_,4.48
_06438_,4.48
_07069_,4.48
_07447_,4.48
_07524_,4.48
_07844_,4.48
_08511_,4.48
_09256_,4.48
_09312_,4.48
_09364_,4.48
_09448_,4.48
_09839_,4.48
_09970_,4.48
_09988_,4.48
_10132_,4.48
_10388_,4.48
_11287_,4.48
_11374_,4.48
_11778_,4.48
_11874_,4.48
_13138_,4.48
_13655_,4.48
_13923_,4.48
alu_add_sub\[0\],4.48
genblk1.pcpi_mul.rd\[13\],4.48
_00067_,4.465
_00322_,4.46
_01084_,4.46
_02265_,4.46
_02543_,4.46
_03845_,4.46
_04008_,4.46
_04045_,4.46
_04444_,4.46
_04785_,4.46
_05504_,4.46
_05535_,4.46
_05649_,4.46
_05832_,4.46
_05865_,4.46
_06133_,4.46
_06194_,4.46
_06248_,4.46
_06860_,4.46
_06928_,4.46
_07055_,4.46
_07085_,4.46
_07160_,4.46
_07213_,4.46
_07400_,4.46
_07518_,4.46
_07845_,4.46
_08219_,4.46
_10133_,4.46
_10866_,4.46
_11175_,4.46
_11694_,4.46
_11896_,4.46
_12280_,4.46
_12281_,4.46
_13072_,4.46
_13141_,4.46
_13753_,4.46
_14617_,4.46
cpuregs\[4\]\[0\],4.46
net450,4.46
_00840_,4.445
_02085_,4.44
_02533_,4.44
_03226_,4.44
_03347_,4.44
_05152_,4.44
_05280_,4.44
_07675_,4.44
_07824_,4.44
_08002_,4.44
_09224_,4.44
_09265_,4.44
_09821_,4.44
_10847_,4.44
_12368_,4.44
_12417_,4.44
_12899_,4.44
net446,4.44
_00102_,4.425
_01448_,4.425
_02483_,4.42
_03929_,4.42
_04810_,4.42
_05269_,4.42
_05434_,4.42
_05469_,4.42
_05511_,4.42
_05523_,4.42
_05609_,4.42
_05641_,4.42
_05643_,4.42
_05665_,4.42
_05781_,4.42
_05804_,4.42
_05814_,4.42
_05852_,4.42
_05875_,4.42
_05888_,4.42
_05926_,4.42
_05932_,4.42
_06029_,4.42
_06031_,4.42
_06095_,4.42
_06139_,4.42
_06197_,4.42
_06226_,4.42
_06260_,4.42
_07036_,4.42
_07427_,4.42
_07522_,4.42
_07551_,4.42
_07678_,4.42
_08013_,4.42
_08048_,4.42
_08155_,4.42
_08195_,4.42
_08254_,4.42
_10558_,4.42
_10610_,4.42
_10645_,4.42
_13792_,4.42
_14650_,4.42
_14662_,4.42
_01156_,4.405
mem_addr[13],4.39
mem_addr[15],4.39
mem_addr[18],4.39
mem_addr[22],4.39
mem_addr[24],4.39
mem_addr[26],4.39
mem_addr[27],4.39
mem_la_addr[10],4.39
mem_la_addr[20],4.39
mem_la_addr[22],4.39
mem_la_addr[26],4.39
mem_la_addr[31],4.39
mem_la_wdata[24],4.39
mem_la_wdata[28],4.39
mem_wdata[13],4.39
mem_wstrb[2],4.39
mem_wstrb[3],4.39
pcpi_insn[13],4.39
pcpi_insn[31],4.39
pcpi_rs1[10],4.39
pcpi_rs1[23],4.39
pcpi_rs1[2],4.39
pcpi_rs1[4],4.39
pcpi_rs1[7],4.39
pcpi_rs1[9],4.39
_00225_,4.385
_00340_,4.385
_00350_,4.385
_00436_,4.385
_00685_,4.385
_00730_,4.385
_00792_,4.385
_00812_,4.385
_00817_,4.385
_00982_,4.385
_01067_,4.385
_07281_,4.37
_08882_,4.365
_02230_,4.36
_02308_,4.36
_02874_,4.36
_03340_,4.36
_04957_,4.36
_05558_,4.36
_05677_,4.36
_07501_,4.36
_08032_,4.36
_08137_,4.36
_08667_,4.36
_08703_,4.36
_09763_,4.36
_10671_,4.36
_11148_,4.36
_12078_,4.36
_13916_,4.36
_14301_,4.36
_08447_,4.355
_01577_,4.34
_01798_,4.34
_01825_,4.34
_01877_,4.34
_01899_,4.34
_01910_,4.34
_01920_,4.34
_02214_,4.34
_02301_,4.34
_03629_,4.34
_03640_,4.34
_03663_,4.34
_04086_,4.34
_04102_,4.34
_04375_,4.34
_04525_,4.34
_04539_,4.34
_04555_,4.34
_04908_,4.34
_04918_,4.34
_05272_,4.34
_05274_,4.34
_05441_,4.34
_05607_,4.34
_05634_,4.34
_05761_,4.34
_06021_,4.34
_06147_,4.34
_06149_,4.34
_06242_,4.34
_06243_,4.34
_06455_,4.34
_06601_,4.34
_06992_,4.34
_07071_,4.34
_07199_,4.34
_07681_,4.34
_07729_,4.34
_07732_,4.34
_07822_,4.34
_08235_,4.34
_08816_,4.34
_09148_,4.34
_09179_,4.34
_09455_,4.34
_09849_,4.34
_10588_,4.34
_10843_,4.34
_10848_,4.34
_11329_,4.34
_11588_,4.34
_11931_,4.34
_12648_,4.34
_12893_,4.34
_12896_,4.34
_12912_,4.34
_13777_,4.34
cpuregs\[17\]\[7\],4.34
instr_and,4.34
_00826_,4.335
_00680_,4.325
_02674_,4.32
_07000_,4.32
_09142_,4.32
_09410_,4.32
_11131_,4.32
_12775_,4.32
_14319_,4.32
_02624_,4.31
_13389_,4.3
_00772_,4.295
_04289_,4.28
_00178_,4.265
_00674_,4.265
_00879_,4.265
_01295_,4.265
_00996_,4.26
_01165_,4.26
_01347_,4.245
_00876_,4.24
_00990_,4.24
_01024_,4.24
_01307_,4.24
_01327_,4.24
_04823_,4.24
_06820_,4.24
_07435_,4.24
_07641_,4.24
_09104_,4.24
_09316_,4.24
_10831_,4.24
_14287_,4.24
_14734_,4.24
alu_out\[22\],4.24
_01817_,4.22
_02033_,4.22
_02746_,4.22
_02847_,4.22
_03123_,4.22
_03236_,4.22
_04162_,4.22
_04624_,4.22
_04685_,4.22
_04949_,4.22
_06493_,4.22
_06716_,4.22
_07119_,4.22
_07236_,4.22
_09011_,4.22
_10331_,4.22
_10920_,4.22
_11311_,4.22
_12379_,4.22
_12456_,4.22
_14483_,4.22
alu_shr\[0\],4.22
genblk1.pcpi_mul.rd\[32\],4.22
_03765_,4.2
_07429_,4.2
_07817_,4.2
_09276_,4.2
_10255_,4.2
_10938_,4.2
_00304_,4.165
_00654_,4.165
_00785_,4.165
_00903_,4.165
_00920_,4.165
_01105_,4.165
_00061_,4.145
_00601_,4.145
_00869_,4.145
_01416_,4.145
_01076_,4.14
_03789_,4.14
_04147_,4.14
_05174_,4.14
_09063_,4.14
_10772_,4.14
_13325_,4.14
_14646_,4.14
net457,4.14
_00251_,4.125
_00814_,4.125
_01337_,4.12
_01623_,4.12
_04753_,4.12
_07066_,4.12
_09313_,4.12
_09756_,4.12
_10858_,4.12
_12233_,4.12
_12886_,4.12
_02362_,4.1
_02377_,4.1
_02934_,4.1
_03346_,4.1
_04129_,4.1
_04312_,4.1
_06650_,4.1
_07545_,4.1
_07731_,4.1
_09786_,4.1
_10716_,4.1
_11490_,4.1
_11795_,4.1
_12801_,4.1
_14208_,4.1
_00911_,4.095
_01516_,4.08
_05219_,4.08
_09238_,4.08
_09353_,4.08
_09959_,4.08
_10655_,4.08
net456,4.06
_00802_,4.045
_00269_,4.025
_01230_,4.025
_02252_,4.02
_02781_,4.02
_03057_,4.02
_03378_,4.02
_03658_,4.02
_03871_,4.02
_03875_,4.02
_04297_,4.02
_04543_,4.02
_04825_,4.02
_06481_,4.02
_06912_,4.02
_07317_,4.02
_07657_,4.02
_07777_,4.02
_08629_,4.02
_09710_,4.02
_09983_,4.02
_11420_,4.02
_12866_,4.02
_13733_,4.02
_13815_,4.02
_14328_,4.02
genblk1.pcpi_mul.rd\[15\],4.02
net344,4.02
_01016_,4
_01417_,4
_02169_,4
_02769_,4
_02818_,4
_02975_,4
_03100_,4
_03203_,4
_03620_,4
_03729_,4
_04615_,4
_04634_,4
_05321_,4
_05501_,4
_05632_,4
_05724_,4
_05803_,4
_05828_,4
_06032_,4
_06068_,4
_06130_,4
_06228_,4
_06715_,4
_06870_,4
_06917_,4
_06977_,4
_07118_,4
_07167_,4
_07457_,4
_07536_,4
_07645_,4
_07767_,4
_08114_,4
_08207_,4
_08505_,4
_08630_,4
_09306_,4
_09569_,4
_09880_,4
_09919_,4
_10643_,4
_10928_,4
_11758_,4
_12574_,4
_12783_,4
_12987_,4
_13657_,4
_13798_,4
_14018_,4
_14443_,4
_14586_,4
alu_add_sub\[10\],4
_01009_,3.995
_00846_,3.985
_01106_,3.985
_03722_,3.98
_05896_,3.98
_07113_,3.98
_07812_,3.98
_09482_,3.98
_10177_,3.98
_10699_,3.98
_11266_,3.98
_11865_,3.98
_12069_,3.98
_13280_,3.98
_14216_,3.98
_14684_,3.98
_00073_,3.965
_00103_,3.965
_00267_,3.965
_00306_,3.965
_00760_,3.965
_00943_,3.965
_01153_,3.965
_01391_,3.955
net404,3.93
net437,3.93
_00329_,3.925
_00398_,3.925
_00452_,3.925
_00470_,3.925
_00471_,3.925
_00519_,3.925
_00530_,3.925
_00577_,3.925
_00775_,3.925
_00791_,3.925
_00882_,3.925
_00947_,3.925
_00948_,3.925
_00961_,3.925
_00974_,3.925
_01010_,3.925
_01023_,3.925
_01064_,3.925
_01225_,3.925
_01233_,3.925
_01309_,3.925
_01431_,3.925
_01438_,3.925
_01476_,3.925
_00036_,3.92
_14724_,3.92
_02363_,3.9
_02675_,3.9
_03535_,3.9
_03589_,3.9
_04224_,3.9
_04225_,3.9
_05383_,3.9
_05508_,3.9
_05747_,3.9
_05813_,3.9
_05933_,3.9
_06014_,3.9
_06154_,3.9
_06222_,3.9
_06468_,3.9
_06722_,3.9
_07148_,3.9
_07164_,3.9
_07489_,3.9
_07666_,3.9
_08179_,3.9
_08234_,3.9
_08983_,3.9
_09960_,3.9
_10619_,3.9
_12927_,3.9
_13457_,3.9
_01533_,3.88
_02052_,3.88
_02080_,3.88
_02552_,3.88
_02851_,3.88
_03476_,3.88
_03506_,3.88
_03564_,3.88
_03579_,3.88
_03922_,3.88
_04075_,3.88
_04161_,3.88
_04698_,3.88
_04726_,3.88
_04938_,3.88
_05113_,3.88
_05236_,3.88
_05282_,3.88
_05393_,3.88
_05401_,3.88
_05464_,3.88
_05587_,3.88
_05679_,3.88
_05789_,3.88
_05839_,3.88
_05841_,3.88
_05963_,3.88
_06005_,3.88
_06052_,3.88
_06159_,3.88
_06237_,3.88
_06251_,3.88
_06695_,3.88
_06740_,3.88
_07105_,3.88
_07134_,3.88
_07310_,3.88
_07415_,3.88
_07663_,3.88
_07823_,3.88
_08246_,3.88
_08248_,3.88
_08613_,3.88
_08774_,3.88
_09003_,3.88
_09040_,3.88
_09116_,3.88
_09404_,3.88
_09460_,3.88
_09760_,3.88
_09807_,3.88
_09913_,3.88
_09989_,3.88
_10380_,3.88
_10443_,3.88
_10483_,3.88
_10663_,3.88
_10680_,3.88
_10743_,3.88
_10854_,3.88
_11118_,3.88
_11145_,3.88
_11372_,3.88
_11434_,3.88
_11786_,3.88
_11825_,3.88
_12139_,3.88
_12432_,3.88
_13157_,3.88
_13279_,3.88
_13540_,3.88
_13643_,3.88
_14380_,3.88
_14469_,3.88
_14679_,3.88
_00767_,3.865
_00873_,3.865
_01278_,3.865
_12827_,3.86
_14426_,3.86
_08316_,3.85
_00354_,3.805
_00829_,3.805
_00830_,3.805
_00944_,3.805
_01250_,3.805
_01266_,3.805
_00771_,3.8
_00023_,3.78
_00365_,3.78
_00691_,3.78
_00692_,3.78
_00740_,3.78
_00759_,3.78
_00848_,3.78
_00886_,3.78
_00888_,3.78
_01177_,3.78
_04629_,3.78
_05094_,3.78
_06665_,3.78
_07319_,3.78
_09274_,3.78
_14475_,3.78
_02243_,3.76
_03245_,3.76
_03884_,3.76
_08617_,3.76
_09942_,3.76
_10659_,3.76
_11631_,3.76
_12882_,3.76
_14489_,3.76
_13747_,3.755
_01700_,3.74
_05482_,3.74
_05683_,3.74
_06711_,3.74
_10594_,3.74
_14160_,3.74
_01134_,3.735
_00183_,3.705
_00290_,3.705
_00310_,3.705
_00469_,3.705
_00867_,3.705
_00933_,3.705
_01100_,3.705
_01101_,3.705
_01305_,3.705
_01306_,3.705
_01379_,3.705
_02827_,3.69
_03333_,3.69
_01195_,3.685
_01196_,3.685
_01200_,3.685
_02698_,3.68
_03393_,3.68
_04112_,3.68
_04475_,3.68
_05190_,3.68
_06676_,3.68
_07127_,3.68
_07140_,3.68
_07376_,3.68
_07527_,3.68
_10657_,3.68
_11356_,3.68
_12928_,3.68
_01588_,3.66
_02955_,3.66
_03459_,3.66
_04307_,3.66
_06888_,3.66
_07133_,3.66
_13221_,3.66
_13871_,3.66
alu_shr\[3\],3.66
alu_shr\[9\],3.66
cpuregs\[5\]\[27\],3.66
_01994_,3.64
_02868_,3.64
_03621_,3.64
_04300_,3.64
_07028_,3.64
_09045_,3.64
_12885_,3.64
_12943_,3.64
net445,3.64
_00682_,3.635
_00811_,3.635
_00017_,3.625
_00056_,3.625
_00021_,3.605
_00122_,3.585
_00556_,3.585
_01096_,3.585
_01315_,3.585
_13163_,3.575
_00604_,3.565
_01285_,3.565
_01639_,3.56
_02388_,3.56
_02670_,3.56
_03085_,3.56
_03229_,3.56
_03708_,3.56
_03903_,3.56
_04039_,3.56
_04611_,3.56
_06360_,3.56
_06901_,3.56
_06923_,3.56
_07067_,3.56
_07449_,3.56
_07519_,3.56
_07542_,3.56
_07644_,3.56
_07653_,3.56
_07676_,3.56
_07742_,3.56
_07753_,3.56
_07816_,3.56
_09190_,3.56
_09651_,3.56
_09688_,3.56
_09883_,3.56
_10669_,3.56
_10682_,3.56
_10762_,3.56
_10821_,3.56
_11738_,3.56
_11741_,3.56
_14264_,3.56
_14520_,3.56
alu_add_sub\[3\],3.56
_01922_,3.54
_02082_,3.54
_02407_,3.54
_02498_,3.54
_02644_,3.54
_02714_,3.54
_02739_,3.54
_03096_,3.54
_03477_,3.54
_04065_,3.54
_04187_,3.54
_04221_,3.54
_05326_,3.54
_05451_,3.54
_05507_,3.54
_05564_,3.54
_05698_,3.54
_05739_,3.54
_05811_,3.54
_05978_,3.54
_06012_,3.54
_06106_,3.54
_06134_,3.54
_06291_,3.54
_06877_,3.54
_07109_,3.54
_07239_,3.54
_07301_,3.54
_07331_,3.54
_07407_,3.54
_07546_,3.54
_07712_,3.54
_07717_,3.54
_07734_,3.54
_07820_,3.54
_07958_,3.54
_08122_,3.54
_08151_,3.54
_08276_,3.54
_08277_,3.54
_09146_,3.54
_09361_,3.54
_09381_,3.54
_09524_,3.54
_09997_,3.54
_10004_,3.54
_10727_,3.54
_10815_,3.54
_10939_,3.54
_11143_,3.54
_11487_,3.54
_11656_,3.54
_12082_,3.54
_12094_,3.54
_13218_,3.54
_13398_,3.54
_13413_,3.54
_13595_,3.54
_14241_,3.54
_14309_,3.54
_14467_,3.54
alu_add_sub\[17\],3.54
alu_add_sub\[1\],3.54
cpuregs\[0\]\[10\],3.54
genblk1.pcpi_mul.rd\[12\],3.54
_01103_,3.525
_03353_,3.52
_05675_,3.52
_06876_,3.52
_06962_,3.52
_09305_,3.52
_10698_,3.52
_13349_,3.52
_00007_,3.515
_00200_,3.505
_00246_,3.505
_00288_,3.505
_00337_,3.505
_00368_,3.505
_00532_,3.505
_01031_,3.505
_01118_,3.505
_01158_,3.505
alu_out\[30\],3.505
_02984_,3.49
_01147_,3.485
_04329_,3.48
_05117_,3.47
_00271_,3.465
_00324_,3.465
_00584_,3.465
_00589_,3.465
_00722_,3.465
_00729_,3.465
_00774_,3.465
_00827_,3.465
_00852_,3.465
_00853_,3.465
_00878_,3.465
_00896_,3.465
_00984_,3.465
_01011_,3.465
_01018_,3.465
_01065_,3.465
_01087_,3.465
_01181_,3.465
_01209_,3.465
_01368_,3.465
_01410_,3.465
_01493_,3.465
_00006_,3.44
_00895_,3.44
_01111_,3.44
_01340_,3.44
_02117_,3.44
_02906_,3.44
_03870_,3.44
_04521_,3.44
_05343_,3.44
_05801_,3.44
_05830_,3.44
_05910_,3.44
_05944_,3.44
_05945_,3.44
_05949_,3.44
_06101_,3.44
_06275_,3.44
_06475_,3.44
_06828_,3.44
_07323_,3.44
_07669_,3.44
_08113_,3.44
_09155_,3.44
_09465_,3.44
_09785_,3.44
_09847_,3.44
_09969_,3.44
_10139_,3.44
_10644_,3.44
_11668_,3.44
_12712_,3.44
_01149_,3.435
_01615_,3.42
_01858_,3.42
_01866_,3.42
_02098_,3.42
_02269_,3.42
_02809_,3.42
_02838_,3.42
_04166_,3.42
_04284_,3.42
_04435_,3.42
_04584_,3.42
_04587_,3.42
_04697_,3.42
_04721_,3.42
_04901_,3.42
_05107_,3.42
_05169_,3.42
_05211_,3.42
_05449_,3.42
_05603_,3.42
_05619_,3.42
_05692_,3.42
_05869_,3.42
_05920_,3.42
_05980_,3.42
_06078_,3.42
_06174_,3.42
_06217_,3.42
_06258_,3.42
_06290_,3.42
_06344_,3.42
_06433_,3.42
_06667_,3.42
_06768_,3.42
_06794_,3.42
_06819_,3.42
_07095_,3.42
_07163_,3.42
_07176_,3.42
_07284_,3.42
_07455_,3.42
_07523_,3.42
_07798_,3.42
_07810_,3.42
_07995_,3.42
_08061_,3.42
_08093_,3.42
_08163_,3.42
_08665_,3.42
_08778_,3.42
_08883_,3.42
_09133_,3.42
_09160_,3.42
_09185_,3.42
_09266_,3.42
_09272_,3.42
_09317_,3.42
_09330_,3.42
_09351_,3.42
_09357_,3.42
_09461_,3.42
_09643_,3.42
_09719_,3.42
_09765_,3.42
_09842_,3.42
_09994_,3.42
_10000_,3.42
_10189_,3.42
_10229_,3.42
_10529_,3.42
_10786_,3.42
_11270_,3.42
_11469_,3.42
_11528_,3.42
_11727_,3.42
_11799_,3.42
_12414_,3.42
_12448_,3.42
_12509_,3.42
_12575_,3.42
_14032_,3.42
_14213_,3.42
_14448_,3.42
_14513_,3.42
_14559_,3.42
_14585_,3.42
net468,3.42
_00562_,3.415
_00745_,3.415
_00880_,3.405
_00885_,3.405
_01166_,3.405
_07074_,3.4
_09446_,3.4
_01053_,3.395
_11657_,3.35
_00266_,3.345
_00278_,3.345
_00333_,3.345
_00376_,3.345
_00378_,3.345
_00382_,3.345
_00431_,3.345
_00568_,3.345
_00571_,3.345
_00663_,3.345
_01015_,3.345
_01036_,3.345
_01089_,3.345
_01148_,3.345
_01155_,3.345
_01182_,3.345
_00457_,3.34
_06661_,3.33
_00213_,3.32
_00539_,3.32
_00697_,3.32
_00723_,3.32
_00770_,3.32
_00864_,3.32
_00991_,3.32
_01027_,3.32
_01247_,3.32
_01300_,3.32
_02319_,3.32
_02950_,3.32
_04799_,3.32
_04896_,3.32
_05616_,3.32
_05898_,3.32
_06412_,3.32
_07094_,3.32
_09166_,3.32
_10487_,3.32
_10605_,3.32
alu_out_q\[10\],3.32
cpuregs\[2\]\[7\],3.32
_02569_,3.3
_03107_,3.3
_03520_,3.3
_05292_,3.3
_06120_,3.3
_06969_,3.3
_06987_,3.3
_07076_,3.3
_10324_,3.3
_10509_,3.3
_14258_,3.3
_01499_,3.275
_00286_,3.245
_00325_,3.245
_00339_,3.245
_00781_,3.245
_00782_,3.245
_00806_,3.245
_00857_,3.245
_00889_,3.245
_00942_,3.245
_01001_,3.245
_01003_,3.245
_01005_,3.245
_01012_,3.245
_01025_,3.245
_01042_,3.245
_01055_,3.245
_01068_,3.245
_01183_,3.245
_01222_,3.245
_01234_,3.245
_01236_,3.245
_01358_,3.245
_01373_,3.245
_01477_,3.245
_00198_,3.225
_00205_,3.225
_00211_,3.225
_00414_,3.225
_00453_,3.225
_02015_,3.225
_01809_,3.22
_02093_,3.22
_02519_,3.22
_02539_,3.22
_03891_,3.22
_06741_,3.22
_06849_,3.22
_07017_,3.22
_07247_,3.22
_09263_,3.22
_09483_,3.22
_10748_,3.22
_10860_,3.22
_10879_,3.22
_01868_,3.2
_03246_,3.2
_04111_,3.2
_04708_,3.2
_05229_,3.2
_05266_,3.2
_09491_,3.2
_10192_,3.2
_10738_,3.2
_12114_,3.2
_14480_,3.2
genblk1.pcpi_mul.rd\[4\],3.2
_02804_,3.18
_03147_,3.18
_06425_,3.18
_06897_,3.18
_07467_,3.18
_08091_,3.18
_08419_,3.18
_08474_,3.18
_09475_,3.18
_14135_,3.18
_00051_,3.175
_00262_,3.175
_00296_,3.175
_00355_,3.175
_00699_,3.175
_00752_,3.175
_00937_,3.175
_01022_,3.175
_01353_,3.175
_00154_,3.165
_00301_,3.165
_00316_,3.165
_00360_,3.165
_00235_,3.145
_00511_,3.145
_00543_,3.145
_00679_,3.145
_01352_,3.145
_00173_,3.125
_00839_,3.125
_01335_,3.125
_09151_,3.11
_09373_,3.11
_01936_,3.1
_02239_,3.1
_02351_,3.1
_02880_,3.1
_03048_,3.1
_03550_,3.1
_04195_,3.1
_06368_,3.1
_06692_,3.1
_06805_,3.1
_06896_,3.1
_06913_,3.1
_06971_,3.1
_06978_,3.1
_07004_,3.1
_07015_,3.1
_07182_,3.1
_07374_,3.1
_07628_,3.1
_07764_,3.1
_07782_,3.1
_08364_,3.1
_08578_,3.1
_09034_,3.1
_09038_,3.1
_09090_,3.1
_09099_,3.1
_09727_,3.1
_09856_,3.1
_10029_,3.1
_10058_,3.1
_10109_,3.1
